Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	IndividualID	Cohort
LIBD101	LIBD48	LIBD54	LIBD48	LIBD105	LIBD97	LIBD97	LIBD97	LIBD99	LIBD99	LIBD103	LIBD54	LIBD53	LIBD53	LIBD101	LIBD101	LIBD105	LIBD99	LIBD99	LIBD99	p8775	LIBD
LIBD96	LIBD123	LIBD124	LIBD119	LIBD65	LIBD126	LIBD126	LIBD119	LIBD124	LIBD125	LIBD125	LIBD65	LIBD123	LIBD123	LIBD119	LIBD122	LIBD123	LIBD124	LIBD119	LIBD123	p8808	LIBD
LIBD93	LIBD91	LIBD88	LIBD86	LIBD118	LIBD87	LIBD89	LIBD117	LIBD118	LIBD87	LIBD92	LIBD88	LIBD87	LIBD95	LIBD90	LIBD89	LIBD117	LIBD95	LIBD118	LIBD93	p8816	LIBD
LIBD70	LIBD68	LIBD67	LIBD73	LIBD67	LIBD72	LIBD67	LIBD68	LIBD72	LIBD66	LIBD72	LIBD73	LIBD66	LIBD71	LIBD72	LIBD67	LIBD72	LIBD71	LIBD66	LIBD70	p8855	LIBD
LIBD61	LIBD74	LIBD61	LIBD75	LIBD64	LIBD69	LIBD60	LIBD75	LIBD116	LIBD69	LIBD75	LIBD116	LIBD170	LIBD120	LIBD116	LIBD62	LIBD170	LIBD170	LIBD74	LIBD64	p8883	LIBD
LIBD40	LIBD56	LIBD39	LIBD39	LIBD37	LIBD38	LIBD55	LIBD43	LIBD38	LIBD63	LIBD39	LIBD38	LIBD56	LIBD38	LIBD37	LIBD39	LIBD37	LIBD56	LIBD55	LIBD63	p9061	LIBD
LIBD24	LIBD41	LIBD41	LIBD44	LIBD44	LIBD41	LIBD41	LIBD42	LIBD44	LIBD41	LIBD24	LIBD24	LIBD42	LIBD24	LIBD35	LIBD35	LIBD42	LIBD42	LIBD35	LIBD41	p9193	LIBD
LIBD17	LIBD21	LIBD18	LIBD21	LIBD19	LIBD18	LIBD17	LIBD19	LIBD20	LIBD22	LIBD16	LIBD18	LIBD17	LIBD20	LIBD19	LIBD17	LIBD19	LIBD20	LIBD21	LIBD16	p9216	LIBD
LIBD160	LIBD165	LIBD15	LIBD162	LIBD15	LIBD163	LIBD162	LIBD160	LIBD160	LIBD162	LIBD15	LIBD160	LIBD15	LIBD165	LIBD161	LIBD164	LIBD162	LIBD160	LIBD160	LIBD165	p9220	LIBD
LIBD143	LIBD141	LIBD144	LIBD144	LIBD168	LIBD168	LIBD166	LIBD144	LIBD169	LIBD167	LIBD169	LIBD144	LIBD142	LIBD168	LIBD167	LIBD167	LIBD166	LIBD169	LIBD167	LIBD143	p9223	LIBD
LIBD139	LIBD137	LIBD140	LIBD138	LIBD145	LIBD137	LIBD146	LIBD146	LIBD139	LIBD146	LIBD138	LIBD138	LIBD139	LIBD138	LIBD145	LIBD140	LIBD145	LIBD138	LIBD146	LIBD146	p9281	LIBD
LIBD257	LIBD261	LIBD258	LIBD258	LIBD259	LIBD253	LIBD260	LIBD255	LIBD262	LIBD258	LIBD255	LIBD258	LIBD253	LIBD261	LIBD256	LIBD257	LIBD262	LIBD258	LIBD260	LIBD258	SKST006	LIBD
LIBD183	LIBD188	LIBD181	LIBD184	LIBD188	LIBD188	LIBD188	LIBD186	LIBD186	LIBD182	LIBD183	LIBD186	LIBD182	LIBD182	LIBD181	LIBD183	LIBD183	LIBD184	LIBD188	LIBD183	SKST007	LIBD
LIBD225	LIBD226	LIBD225	LIBD190	LIBD226	LIBD190	LIBD190	LIBD228	LIBD226	LIBD225	LIBD189	LIBD189	LIBD190	LIBD225	LIBD229	LIBD225	LIBD227	LIBD225	LIBD187	LIBD228	SKST010	LIBD
LIBD230	LIBD212	LIBD231	LIBD230	LIBD223	LIBD212	LIBD224	LIBD212	LIBD230	LIBD232	LIBD231	LIBD210	LIBD231	LIBD230	LIBD211	LIBD224	LIBD212	LIBD231	LIBD224	LIBD212	SKST011	LIBD
LIBD205	LIBD208	LIBD209	LIBD205	LIBD204	LIBD205	LIBD207	LIBD204	LIBD206	LIBD206	LIBD209	LIBD206	LIBD204	LIBD206	LIBD204	LIBD205	LIBD207	LIBD208	LIBD205	LIBD209	SKST012	LIBD
LIBD239	LIBD242	LIBD239	LIBD237	LIBD203	LIBD241	LIBD237	LIBD242	LIBD238	LIBD242	LIBD203	LIBD238	LIBD241	LIBD240	LIBD239	LIBD242	LIBD240	LIBD237	LIBD237	LIBD242	SKST014	LIBD
LIBD236	LIBD222	LIBD222	LIBD219	LIBD235	LIBD235	LIBD236	LIBD236	LIBD219	LIBD234	LIBD219	LIBD222	LIBD235	LIBD236	LIBD219	LIBD236	LIBD235	LIBD233	LIBD222	LIBD236	SKST023	LIBD
LIBD218	LIBD217	LIBD217	LIBD213	LIBD215	LIBD214	LIBD216	LIBD175	LIBD175	LIBD213	LIBD213	LIBD216	LIBD175	LIBD175	LIBD215	LIBD216	LIBD175	LIBD216	LIBD213	LIBD215	SKST024	LIBD
LIBD176	LIBD178	LIBD172	LIBD178	LIBD172	LIBD171	LIBD171	LIBD178	LIBD172	LIBD171	LIBD178	LIBD174	LIBD172	LIBD176	LIBD171	LIBD171	LIBD176	LIBD176	LIBD173	LIBD177	SKST025	LIBD
LIBD248	LIBD247	LIBD249	LIBD251	LIBD249	LIBD250	LIBD180	LIBD180	LIBD252	LIBD247	LIBD250	LIBD245	LIBD249	LIBD246	LIBD246	LIBD250	LIBD250	LIBD248	LIBD246	LIBD180	SKST027	LIBD
LIBD197	LIBD197	LIBD243	LIBD243	LIBD195	LIBD195	LIBD198	LIBD244	LIBD195	LIBD198	LIBD197	LIBD243	LIBD197	LIBD195	LIBD244	LIBD244	LIBD198	LIBD195	LIBD195	LIBD198	SKST032	LIBD
LIBD196	LIBD196	LIBD201	LIBD201	LIBD202	LIBD202	LIBD196	LIBD201	LIBD202	LIBD201	LIBD202	LIBD196	LIBD201	LIBD201	LIBD202	LIBD196	LIBD196	LIBD201	LIBD201	LIBD196	SKST036	LIBD
LIBD199	LIBD200	LIBD199	LIBD200	LIBD193	LIBD193	LIBD199	LIBD193	LIBD193	LIBD200	LIBD199	LIBD193	LIBD200	LIBD199	LIBD200	LIBD200	LIBD200	LIBD193	LIBD199	LIBD193	SKST037	LIBD
LIBD192	LIBD191	LIBD191	LIBD194	LIBD191	LIBD194	LIBD194	LIBD191	LIBD191	LIBD194	LIBD191	LIBD191	LIBD192	LIBD194	LIBD192	LIBD192	LIBD194	LIBD192	LIBD191	LIBD194	SKST041	LIBD
