SMPLID,DIR,RawInputSize,InputIsPaired,InputIsSingle,FilteredContaRdsPerc,Kraken_human,FilteredContaRds,FilteredNonContaRds,FilteredContaRdsPerc_EBI,FilteredContaRds_EBI,FilteredNonContaRds_EBI,totRds,Rejected1,Rejected2,Accepted1,Accepted2,Singl1,Singl2,AvgSeqLen,MaxSeqLength,AvgSeqQual,accErr,Merged,NotMerged,AvgGenomeSizeEst,TotalGenomesEst,ContigN50,NScaff400,NScaffG1k,NScaffG10k,NScaffG100k,NScaffG1M,ScaffN50,ScaffMaxSize,ScaffSize,CircCtgs,CircCtgG1M,ReadsPaired,AlignedReads,OverallAlignment,UniqueAlgned,MultAlign,DisconcAlign,SingleUniqAlign,SingleMultiAlign,OpticalDuplicates,PCRduplicates,PassedMD,EstLibSize,GeneNumber,AvgGeneLength,AvgComplGeneLength,BpGenes,BpNotGenes,Gcomplete,G5pComplete,G3pComplete,Gincomplete,HQ_bins_SB,MQ_bins_SB,HQ_bins_MB2,MQ_bins_MB2,HQ_bins_MD,MQ_bins_MD,HQ_bins_GF,MQ_bins_GF,SNP_TotalResolvedBp,SNP_fastaEntries,SNP_Num,SNP_Passed,SNP_resolved,INDEL_Num,INDEL_Passed
BD00128,1000IBD00128,-1,0,0,2.59;1.42,0.025011177,338522,13196307,0.009673532,268706,27508738,27752190,746049,934433,13130046,12941662,0,0,99.4,101,35.6,0,,,,,1803,82958,20916,935,27,0,1803,223316,105003034,0,0,,,,,,,,,89431,2540366,19843093,49434393,151428,615,829,93162699,11674654,51771,35747,35166,28744,8,4,,,,,,,0,0,0,0,0,0,0
BD00132,1000IBD00132,-1,0,0,0.03;0.02,0.000275489,3204,11627042,2.63551E-05,636,24131282,24115130,895005,1106864,11162560,10950701,0,0,99.8,101,36,0,,,,,1893,84491,22901,1106,2,0,1893,202467,107228610,0,0,,,,,,,,,18796,1262298,17622322,76158090,153814,620,842,95421431,11638897,52906,36138,35801,28969,2,4,,,,,,,0,0,0,0,0,0,0
BD00134,1000IBD00134,-1,0,0,0.67;0.47,0.006553454,38398,5820802,0.002378142,28574,11986688,12008724,265682,445635,5738680,5558727,0,0,100,101,36.6,0,,,,,1918,50975,14248,714,0,0,1918,90613,66054465,0,0,,,,,,,,,6533,452276,8557716,50536020,95692,609,818,58325741,7561804,32245,23365,23334,16748,2,1,,,,,,,0,0,0,0,0,0,0
BD00135,1000IBD00135,-1,0,0,0.06;0.03,0.000611921,9489,15497414,0.000136261,4330,31772882,31748366,1138371,793093,14735812,15081090,0,0,99.2,101,35.6,0,,,,,2729,78373,21639,1314,26,0,2729,367210,113712442,0,0,,,,,,,,,21127,2462712,24683547,74781773,158041,638,847,100971899,12545776,63501,34558,34310,25672,4,4,,,,,,,0,0,0,0,0,0,0
BD00137,1000IBD00137,-1,0,0,3.26;2.35,0.031851359,345091,10489329,0.01182113,265480,22192610,22436232,660192,1002896,10557924,10215220,0,0,99.6,101,36,0,,,,,1610,54590,11187,593,26,0,1610,227391,65649511,0,0,,,,,,,,,5821,1657849,15790313,47092660,99596,581,807,57893455,7602377,33395,23564,23366,19271,5,2,,,,,,,0,0,0,0,0,0,0
BD00141,1000IBD00141,-1,0,0,0.04;0.01,0.000355359,3591,10101677,3.68234E-05,762,20692610,20676652,392018,748460,9946308,9589866,0,0,99.9,101,36.1,0,,,,,1776,78742,22878,911,3,0,1776,124110,99643758,0,0,,,,,,,,,61493,1541044,15047364,46088220,142964,620,814,88724950,10715460,48857,34580,34137,25390,4,2,,,,,,,0,0,0,0,0,0,0
BD00145,1000IBD00145,-1,0,0,0.05;0.02,0.000446814,4768,10666341,6.30333E-05,1384,21955248,21936072,1000741,627652,9967295,10340384,0,0,98.7,101,35.4,0,,,,,3559,37813,10253,599,59,0,3559,334037,60179521,0,0,,,,,,,,,6769,1708776,18238935,56911274,84201,634,842,53405793,6692847,36594,18351,18033,11223,7,1,,,,,,,0,0,0,0,0,0,0
BD00146,1000IBD00146,-1,0,0,0.03;0.01,0.000281167,2781,9888126,2.6995E-05,546,20225402,20207264,667201,510173,9436431,9593459,0,0,99,101,35.4,0,,,,,2465,56202,17549,937,8,0,2465,177886,82092360,0,0,,,,,,,,,52012,1548666,14463973,42220686,112662,649,834,73167153,8783869,45256,24874,24782,17750,5,3,,,,,,,0,0,0,0,0,0,0
BD00147,1000IBD00147,-1,0,0,0.03;0.01,0.000311004,3380,10864656,6.0147E-05,1380,22942400,22931414,1076384,1475792,10389323,9989915,0,0,99.5,101,35.8,0,,,,,1914,72921,20941,749,7,0,1914,133408,93816208,0,0,,,,,,,,,27499,1311436,16028660,60382871,137574,609,813,83889789,9776342,46232,33722,33476,24144,4,1,,,,,,,0,0,0,0,0,0,0
BD00149,1000IBD00149,-1,0,0,0.02;0.00,0.000208627,4177,20017177,1.76247E-05,732,41531914,41498292,1328149,1952321,19420997,18796825,0,0,99.4,101,35.5,0,,,,,5640,50947,15240,1546,20,0,5640,255967,92519309,0,0,,,,,,,,,31706,4193802,34388060,85496731,116472,705,893,82222068,10167912,57381,20812,20696,17583,7,7,,,,,,,0,0,0,0,0,0,0
BD00150,1000IBD00150,-1,0,0,0.10;0.05,0.000977443,12516,12792326,0.000207599,5450,26247042,26232844,507243,1009361,12609179,12107061,0,0,99.8,101,36.1,0,,,,,2524,66700,23660,1082,13,0,2524,220081,102396844,0,0,,,,,,,,,97878,2510490,20695677,53355881,139719,652,827,91166907,11057042,58456,31577,31202,18484,4,5,,,,,,,0,0,0,0,0,0,0
BD00154,1000IBD00154,-1,0,0,0.17;0.09,0.001600692,21206,13226814,0.000456083,12600,27613978,27605662,830316,1605657,12972515,12197174,0,0,99.5,101,35.9,0,,,,,3617,65498,18396,1254,49,0,3617,346094,106140099,0,0,,,,,,,,,11625,1985420,21664851,70199323,142102,661,864,94019540,11955407,62793,29250,29182,20877,11,2,,,,,,,0,0,0,0,0,0,0
BD00155,1000IBD00155,-1,0,0,0.04;0.01,0.000385774,6244,16179413,3.63256E-05,1206,33198544,33169456,959661,911969,15625067,15672759,0,0,99.4,101,35.7,0,,,,,3561,44514,13655,925,32,0,3561,215899,74819978,0,0,,,,,,,,,23535,3434756,28161414,69724956,98379,673,846,66297516,8383571,46513,19482,19451,12933,6,6,,,,,,,0,0,0,0,0,0,0
BD00156,1000IBD00156,-1,0,0,0.04;0.01,0.000361214,6197,17149815,2.4331E-05,852,35016146,34984816,852536,867727,16639872,16624681,0,0,99.5,101,35.8,0,,,,,7080,46158,14053,1274,61,0,7080,284150,91420942,0,0,,,,,,,,,103477,4250719,28000053,57973749,114840,709,885,81451824,9853121,60571,20243,19978,14048,7,4,,,,,,,0,0,0,0,0,0,0
BD00157,1000IBD00157,-1,0,0,0.03;0.01,0.000242653,2863,11795881,2.67901E-05,652,24336664,24318912,601610,1069061,11557846,11090395,0,0,99.6,101,35.8,0,,,,,3935,50694,15800,1207,13,0,3935,198799,84798195,0,0,,,,,,,,,18460,1740342,19381644,63876310,108943,695,892,75725279,8937462,49694,21478,21277,16494,7,5,,,,,,,0,0,0,0,0,0,0
BD00161,1000IBD00161,-1,0,0,0.03;0.00,0.00027139,3593,13235636,8.43464E-06,228,27031150,27012440,457901,843385,13048319,12662835,0,0,100,101,36.2,0,,,,,3212,64941,19491,1419,14,0,3212,229222,101184271,0,0,,,,,,,,,99770,2828037,21166532,49404588,132738,681,887,90501996,10523599,56613,27435,27415,21275,3,7,,,,,,,0,0,0,0,0,0,0
BD00167,1000IBD00167,-1,0,0,0.03;0.02,0.000277947,2212,7956152,2.90251E-05,474,16330244,16322036,393999,609339,7767019,7551679,0,0,99.9,101,36.5,0,,,,,1517,78602,20352,738,3,0,1517,138100,91290003,0,0,,,,,,,,,8466,676087,11168703,57371837,138542,584,789,80919133,10161100,42065,35221,35212,26044,3,2,,,,,,,0,0,0,0,0,0,0
BD00171,1000IBD00171,-1,0,0,0.03;0.01,0.000303006,3452,11389057,4.1218E-05,966,23435382,23419976,560185,892810,11149803,10817178,0,0,99.7,101,35.9,0,,,,,5079,52827,15613,1395,26,0,5079,425839,94507535,0,0,,,,,,,,,20828,1508733,19165715,71324418,120354,701,910,84383604,9968399,56653,23340,23067,17294,5,5,,,,,,,0,0,0,0,0,0,0
BD00172,1000IBD00172,-1,0,0,0.03;0.01,0.000244218,3490,14286997,2.74252E-05,806,29388212,29365822,974904,977406,13708007,13705505,0,0,99.2,101,35.4,0,,,,,3191,64952,16842,1203,39,0,3191,250371,98195361,0,0,,,,,,,,,124445,2686565,21596194,55058211,132086,661,883,87346516,10694125,54695,27580,27507,22304,12,2,,,,,,,0,0,0,0,0,0,0
BD00173,1000IBD00173,-1,0,0,0.04;0.04,0.000373439,2321,6212877,5.82992E-05,742,12726710,12720264,287634,431523,6072498,5928609,0,0,100,101,36.6,0,,,,,1356,58909,13887,556,1,0,1356,105923,66107823,0,0,,,,,,,,,6154,502153,8775868,47506244,101815,575,781,58580213,7370563,30125,25766,25466,20458,5,1,,,,,,,0,0,0,0,0,0,0
BD00174,1000IBD00174,-1,0,0,0.04;0.03,0.000398253,3397,8526362,4.76964E-05,844,17694404,17681640,657966,793644,8182854,8047176,0,0,99.7,101,36,0,,,,,1738,61683,16945,615,7,0,1738,229901,76704596,0,0,,,,,,,,,11874,935685,13268296,58716115,114297,594,789,67916616,8634753,38840,27983,27820,19654,5,0,,,,,,,0,0,0,0,0,0,0
BD00177,1000IBD00177,-1,0,0,0.08;0.04,0.00074354,10513,14128606,0.000164113,4838,29474874,29460134,1128650,1583347,13601417,13146720,0,0,99.7,101,36,0,,,,,3792,54698,15642,1248,15,0,3792,201295,88639796,0,0,,,,,,,,,29970,2115346,24029942,82551758,118658,662,852,78653497,9861543,53992,23511,23239,17916,5,6,,,,,,,0,0,0,0,0,0,0
BD00184,1000IBD00184,-1,0,0,0.03;0.00,0.000256029,4321,16872662,2.04915E-05,708,34550268,34521628,615157,1298834,16645657,15961980,0,0,99.9,101,36.1,0,,,,,1880,105107,30515,1187,18,0,1880,234308,137022209,0,0,,,,,,,,,128313,3788751,25754739,55710060,196190,621,815,121900369,14885027,70079,46071,45573,34467,9,2,,,,,,,0,0,0,0,0,0,0
BD00185,1000IBD00185,-1,0,0,0.03;0.01,0.000310338,1822,5869188,2.0424E-05,246,12044426,12038162,278816,447882,5740265,5571199,0,0,100,101,36.6,0,,,,,1523,58343,15196,521,5,0,1523,157221,67940550,0,0,,,,,,,,,6193,452761,8150468,46256802,103418,584,799,60440116,7357371,30869,26590,26573,19386,1,1,,,,,,,0,0,0,0,0,0,0
BD00187,1000IBD00187,-1,0,0,0.30;0.22,0.00295129,54962,18568083,0.000698959,26514,37907036,37905006,586589,961597,18365914,17990906,0,0,100,101,36.4,0,,,,,14371,19871,6763,592,54,0,14371,487630,48035981,0,0,,,,,,,,,109290,6462920,30476687,47623655,56380,756,890,42639173,5332750,34841,7999,8136,5404,6,0,,,,,,,0,0,0,0,0,0,0
BD00188,1000IBD00188,-1,0,0,0.15;0.07,0.001451246,8404,5782481,0.000333544,3946,11826564,11818146,219637,348641,5689436,5560432,0,0,99.8,101,36.1,0,,,,,1566,42312,12354,280,5,0,1566,502452,50269433,0,0,,,,,,,,,22463,908852,9388231,29903126,73334,600,788,44043640,6105457,23654,18996,18747,11937,1,2,,,,,,,0,0,0,0,0,0,0
BD00192,1000IBD00192,-1,0,0,0.17;0.13,0.0016285,16074,9854361,0.000338183,6904,20408106,20397434,885038,717818,9313679,9480899,0,0,99.4,101,35.9,0,,,,,5608,28978,11121,957,13,0,5608,257389,60999635,0,0,,,,,,,,,14813,1549874,17058595,57902795,74271,730,890,54243339,6659285,39945,13213,13161,7952,6,2,,,,,,,0,0,0,0,0,0,0
BD00193,1000IBD00193,-1,0,0,0.06;0.03,0.000621473,6034,9703159,0.000118004,2366,20047798,20034564,593969,764398,9423313,9252884,0,0,99.5,101,35.8,0,,,,,1397,79941,19936,632,0,0,1397,84453,88806336,0,0,,,,,,,,,16252,1155859,14470472,55856304,135268,581,780,78660083,9927775,40340,34055,33601,27272,1,6,,,,,,,0,0,0,0,0,0,0
BD00194,1000IBD00194,-1,0,0,0.74;0.52,0.007170761,133860,18533616,0.00315422,122256,38637242,38727846,1080510,1928170,18283413,17435753,0,0,99.7,101,36.1,0,,,,,5498,64448,21277,1957,25,0,5498,173485,122942788,0,0,,,,,,,,,13633,3954099,30658621,72087627,154516,706,894,109135937,13609693,76701,29271,29138,19406,11,7,,,,,,,0,0,0,0,0,0,0
BD00195,1000IBD00195,-1,0,0,0.03;0.01,0.000274323,1439,5244194,2.48988E-05,268,10763322,10758402,263662,391365,5115539,4987836,0,0,100,101,36.5,0,,,,,1812,37493,11544,358,17,0,1812,367431,49433729,0,0,,,,,,,,,6214,412431,7851304,45461130,70237,622,817,43756256,5588045,23958,17246,16958,12075,3,1,,,,,,,0,0,0,0,0,0,0
BD00196,1000IBD00196,-1,0,0,0.03;0.00,0.000235258,1754,7453878,2.04691E-05,322,15730722,15720546,702423,1063488,7157850,6796785,0,0,99.4,101,35.8,0,,,,,1642,62275,15943,604,1,0,1642,112080,74037882,0,0,,,,,,,,,12222,610991,9714123,53023177,111458,588,812,65549623,8320431,34427,28160,27910,20961,3,1,,,,,,,0,0,0,0,0,0,0
BD00197,1000IBD00197,-1,0,0,0.03;0.00,0.000263358,4277,16235995,1.6823E-05,560,33287258,33265898,880350,963896,15752599,15669053,0,0,99.5,101,35.8,0,,,,,3179,58279,15183,1159,25,0,3179,346565,88710435,0,0,,,,,,,,,145729,3370968,25979779,62625333,122453,644,854,78894112,9690904,52431,25443,25469,19110,10,3,,,,,,,0,0,0,0,0,0,0
BD00198,1000IBD00198,-1,0,0,0.04;0.01,0.000373481,4423,11838221,4.76032E-05,1156,24282950,24264968,531482,859635,11601002,11272849,0,0,99.7,101,35.9,0,,,,,1387,101247,26448,755,9,0,1387,453360,113805853,0,0,,,,,,,,,76318,1758844,16361782,48689602,174457,580,767,101237444,12323643,51254,44945,44531,33727,4,5,,,,,,,0,0,0,0,0,0,0
BD00200,1000IBD00200,-1,0,0,0.04;0.01,0.000406816,3621,8897200,3.32059E-05,610,18369624,18358310,630083,696461,8549072,8482694,0,0,99.9,101,36.2,0,,,,,4872,27046,8666,642,26,0,4872,273869,50426919,0,0,,,,,,,,,19703,1166574,15588849,62847459,64916,694,866,45053062,5293241,32973,12210,12133,7600,4,3,,,,,,,0,0,0,0,0,0,0
BD00202,1000IBD00202,-1,0,0,10.02;7.61,0.098465629,724279,6631374,0.049808661,750726,14321472,15064446,345898,536108,7186325,6996115,0,0,100,101,36.6,0,,,,,1607,58555,14591,574,14,0,1607,272848,70147471,0,0,,,,,,,,,7450,710740,9336384,39598323,105217,594,802,62559686,7425652,32961,25965,25768,20523,2,3,,,,,,,0,0,0,0,0,0,0
BD00204,1000IBD00204,-1,0,0,3.59;2.48,0.035068069,387408,10659907,0.014805288,337050,22428464,22749476,588880,875068,10785858,10499670,0,0,99.6,101,35.9,0,,,,,5337,44237,12932,1051,48,0,5337,356355,79576525,0,0,,,,,,,,,21196,1496977,18506661,68415208,102383,691,890,70793470,8659266,49680,19484,19356,13863,7,5,,,,,,,0,0,0,0,0,0,0
BD00205,1000IBD00205,-1,0,0,0.05;0.01,0.000478256,5614,11732875,5.46614E-05,1310,23964424,23951378,425192,681594,11550497,11294095,0,0,99.9,101,36.3,0,,,,,2009,40994,12018,526,26,0,2009,293988,58358636,0,0,,,,,,,,,105113,2362250,20214328,53415023,81421,642,822,52299146,5988465,32084,18211,18238,12888,7,0,,,,,,,0,0,0,0,0,0,0
BD00206,1000IBD00206,-1,0,0,0.49;0.32,0.004763839,31102,6497666,0.001858242,24962,13408168,13425128,345576,546756,6366988,6165808,0,0,99.9,101,36.4,0,,,,,1083,66649,15048,316,1,0,1083,132865,64670368,0,0,,,,,,,,,3901,479337,7405975,38363422,105863,540,724,57220444,7263749,24495,29008,28868,23492,2,1,,,,,,,0,0,0,0,0,0,0
BD00208,1000IBD00208,-1,0,0,0.98;0.64,0.009488402,51798,5407288,0.004865793,54804,11208314,11257678,317607,498535,5311232,5130304,0,0,99.8,101,36.3,0,,,,,1116,47522,8605,388,5,0,1116,160940,48305839,0,0,,,,,,,,,3747,324250,5543226,32924391,79908,536,760,42901395,5266432,21379,20656,20441,17432,4,1,,,,,,,0,0,0,0,0,0,0
BD00215,1000IBD00215,-1,0,0,0.05;0.02,0.000479268,9386,19574643,2.94372E-05,1190,40423832,40399402,997303,1686729,19202398,18512972,0,0,99.8,101,36.3,0,,,,,11543,20870,7248,708,48,0,11543,403590,49912692,0,0,,,,,,,,,21993,5413335,33936641,65962469,61648,721,886,44501414,5349509,36046,10169,9974,5459,7,3,,,,,,,0,0,0,0,0,0,0
BD00216,1000IBD00216,-1,0,0,0.11;0.09,0.001104811,9776,8838794,0.000206586,3808,18429224,18419666,730751,938004,8479082,8271829,0,0,99.5,101,35.9,0,,,,,3158,46081,13356,877,17,0,3158,258588,71406072,0,0,,,,,,,,,14421,1010269,14175923,62100850,98065,641,842,62886146,8418240,41425,21073,20867,14700,8,1,,,,,,,0,0,0,0,0,0,0
BD00219,1000IBD00219,-1,0,0,0.03;0.01,0.000324121,1805,5567108,2.38205E-05,272,11418440,11412706,263048,418002,5443305,5288351,0,0,100,101,36.6,0,,,,,2131,44055,12015,590,4,0,2131,130135,58287359,0,0,,,,,,,,,5853,491091,8072515,40478247,84616,606,817,51303683,6867665,30433,20000,19874,14309,3,0,,,,,,,0,0,0,0,0,0,0
BD00224,1000IBD00224,-1,0,0,0.04;0.01,0.000384265,3883,10101124,1.88869E-05,394,20860618,20847114,671332,833692,9752225,9589865,0,0,100,101,36.3,0,,,,,2303,34085,11413,465,12,0,2303,269122,50334377,0,0,,,,,,,,,19746,1710634,17250013,52534340,69634,640,820,44581712,5671037,27144,16071,16185,10234,3,1,,,,,,,0,0,0,0,0,0,0
BD00225,1000IBD00225,-1,0,0,0.07;0.04,0.00065153,5241,8038906,0.000110012,1828,16614550,16603696,481666,643689,7820182,7658159,0,0,99.5,101,36.1,0,,,,,2951,29756,8720,454,15,0,2951,382010,45042869,0,0,,,,,,,,,8440,1439877,13290762,37341513,63380,631,811,40019173,4958085,26570,13603,13626,9581,3,1,,,,,,,0,0,0,0,0,0,0
BD00228,1000IBD00228,-1,0,0,0.49;0.27,0.004695632,60269,12774850,0.001662136,44018,26438780,26464076,682182,1119593,12549856,12112445,0,0,99.6,101,35.9,0,,,,,4717,32052,9543,691,35,0,4717,224219,56774085,0,0,,,,,,,,,24096,2170766,22110405,67079452,73329,688,878,50470875,6225362,35579,13664,13430,10656,8,1,,,,,,,0,0,0,0,0,0,0
BD00229,1000IBD00229,-1,0,0,0.05;0.04,0.000489539,3312,6762238,7.90443E-05,1094,13839254,13831312,299632,437173,6616024,6478483,0,0,100,101,36.7,0,,,,,1981,47239,13009,489,16,0,1981,277134,62385756,0,0,,,,,,,,,6072,656908,10146536,47657298,88566,625,857,55409190,6846958,30628,21563,21248,15127,3,1,,,,,,,0,0,0,0,0,0,0
BD00230,1000IBD00230,-1,0,0,0.03;0.00,0.00028292,3211,11346280,2.71322E-05,632,23292750,23275936,512138,861568,11125830,10776400,0,0,99.6,101,35.9,0,,,,,2678,48110,12870,740,25,0,2678,405713,70236993,0,0,,,,,,,,,95404,2063927,17778217,48304575,97962,635,847,62225877,7899422,39392,21652,21431,15487,7,2,,,,,,,0,0,0,0,0,0,0
BD00232,1000IBD00232,-1,0,0,0.03;0.00,0.00024042,2296,9547663,1.04574E-05,208,19890078,19876188,731824,1064340,9206270,8873754,0,0,99.8,101,36,0,,,,,1880,69818,20608,861,5,0,1880,139863,90998924,0,0,,,,,,,,,15895,1008668,14845466,69073384,132797,606,802,80599183,10220923,47169,32010,31886,21732,4,4,,,,,,,0,0,0,0,0,0,0
BD00234,1000IBD00234,-1,0,0,0.03;0.00,0.000258691,4479,17309581,1.86701E-05,664,35564266,35532208,724935,1476351,17041169,16289753,0,0,99.7,101,36,0,,,,,2433,80054,26016,1257,5,0,2433,169734,116795108,0,0,,,,,,,,,23923,3018611,28848833,82807364,157149,664,853,104377770,12241675,64784,33923,33417,25025,8,3,,,,,,,0,0,0,0,0,0,0
BD00235,1000IBD00235,-1,0,0,0.04;0.01,0.000425666,4268,10022383,7.97128E-05,1638,20547134,20533108,438705,718207,9827849,9548347,0,0,99.6,101,36,0,,,,,1843,60885,13810,613,37,0,1843,414892,77337719,0,0,,,,,,,,,69450,1607378,15222378,44986674,112651,612,862,68997440,8202387,38884,26812,26567,20388,5,1,,,,,,,0,0,0,0,0,0,0
BD00236,1000IBD00236,-1,0,0,0.06;0.05,0.000574173,3639,6334174,0.000105412,1368,12976312,12970724,281702,439659,6203660,6045703,0,0,100,101,36.7,0,,,,,2379,41956,11938,710,13,0,2379,212429,60415051,0,0,,,,,,,,,8998,606813,9915724,49023477,84600,632,834,53513655,6803766,33024,19172,19110,13294,2,3,,,,,,,0,0,0,0,0,0,0
BD00237,1000IBD00237,-1,0,0,0.03;0.00,0.000245262,5740,23397786,1.5159E-05,734,48419322,48377964,1411994,2156884,22776988,22032098,0,0,99.3,101,35.6,0,,,,,3189,97499,28537,1882,34,0,3189,316520,150510144,0,0,,,,,,,,,31846,5096443,37793968,86224405,199618,672,875,134285648,15980757,85508,40749,40586,32775,6,9,,,,,,,0,0,0,0,0,0,0
BD00239,1000IBD00239,-1,0,0,0.17;0.12,0.00168196,19815,11761082,0.000655455,15980,24364036,24357892,901993,913251,11276953,11265695,0,0,99.2,101,35.7,0,,,,,1504,93591,22831,906,13,0,1504,274331,109293690,0,0,,,,,,,,,5703,1439079,17103779,62049512,167040,583,792,97464711,11606963,51758,41860,41739,31683,4,3,,,,,,,0,0,0,0,0,0,0
BD00248,1000IBD00248,-1,0,0,0.28;0.19,0.002745616,32670,11866297,0.000922282,22632,24516502,24513378,1206759,732749,11049930,11523940,0,0,98.5,101,35.2,0,,,,,3770,52612,15961,1255,12,0,3770,238569,86649644,0,0,,,,,,,,,17441,1761775,20100285,68503724,114434,675,875,77244226,9278193,51753,23221,22885,16575,6,5,,,,,,,0,0,0,0,0,0,0
BD00249,1000IBD00249,-1,0,0,0.06;0.03,0.000570709,6654,11652537,0.000113901,2734,24000664,23983268,590392,956977,11401242,11034657,0,0,99.6,101,35.8,0,,,,,1992,74937,18538,1024,10,0,1992,245007,95847310,0,0,,,,,,,,,13519,1680795,17373857,54665675,139421,612,824,85357234,10316094,50503,31852,31439,25627,5,3,,,,,,,0,0,0,0,0,0,0
BD00250,1000IBD00250,-1,0,0,1.91;0.85,0.018198708,189992,10249870,0.005592171,120480,21423926,21525816,603457,919834,10159451,9843074,0,0,99.5,101,35.7,0,,,,,2072,62719,19422,795,16,0,2072,245194,86846540,0,0,,,,,,,,,96514,1736368,16088843,47585465,122607,631,822,77374335,9321301,45785,28769,28521,19532,6,4,,,,,,,0,0,0,0,0,0,0
BD00252,1000IBD00252,-1,0,0,6.52;4.19,0.063443924,602346,8891802,0.02545188,497364,19043982,19524318,442509,796224,9319650,8965935,0,0,99.7,101,36,0,,,,,1903,64573,18887,757,6,0,1903,140988,84366945,0,0,,,,,,,,,14309,1243674,14237984,50877273,119719,630,832,75531338,8700671,41847,28252,28150,21470,5,2,,,,,,,0,0,0,0,0,0,0
BD00253,1000IBD00253,-1,0,0,0.03;0.01,0.000260775,2873,11014278,2.43602E-05,558,22905704,22891628,811484,1172576,10634330,10273238,0,0,99.7,101,36,0,,,,,3754,54729,17836,1231,26,0,3754,167447,93590850,0,0,,,,,,,,,22633,1223836,18782519,86130372,119613,697,884,83481162,9968875,54130,23794,23668,18021,8,5,,,,,,,0,0,0,0,0,0,0
BD00255,1000IBD00255,-1,0,0,0.23;0.17,0.002207167,15410,6966390,0.00068722,9796,14244742,14238430,597818,290385,6521397,6828830,0,0,98.7,101,35.6,0,,,,,5095,8720,2732,141,17,0,5095,599951,16095613,0,0,,,,,,,,,4014,1632339,12218692,27773242,21762,652,814,14207535,1859097,10760,4239,4206,2557,2,1,,,,,,,0,0,0,0,0,0,0
BD00256,1000IBD00256,-1,0,0,0.18;0.11,0.001768124,9333,5269144,0.000512984,5562,10836876,10835710,262102,417583,5155753,5000272,0,0,99.9,101,36.6,0,,,,,1117,55240,12470,293,0,0,1117,66374,54967002,0,0,,,,,,,,,4213,434892,6935441,37801839,90044,537,722,48407881,6420734,22659,24556,24305,18524,0,2,,,,,,,0,0,0,0,0,0,0
BD00264,1000IBD00264,-1,0,0,0.75;0.49,0.007233236,109840,15075617,0.00288528,91004,31449778,31513470,867359,1595805,14889376,14160930,0,0,99.6,101,36.1,0,,,,,3341,73994,22455,1449,32,0,3341,248151,117593232,0,0,,,,,,,,,10972,2493601,25521641,77362296,154519,677,877,104718827,12682989,66873,32012,31627,24007,8,5,,,,,,,0,0,0,0,0,0,0
BD00265,1000IBD00265,-1,0,0,0.08;0.05,0.000731566,4682,6395287,0.000155905,2046,13121314,13114924,286044,491802,6271418,6065660,0,0,100,101,36.6,0,,,,,3622,41408,13632,915,17,0,3622,171618,69887499,0,0,,,,,,,,,5889,599723,10472485,54192646,90639,689,900,62537388,7237599,39268,19514,19456,12401,3,3,,,,,,,0,0,0,0,0,0,0
BD00266,1000IBD00266,-1,0,0,0.15;0.07,0.001453584,14865,10211579,0.000399679,8584,21468634,21461254,758935,1355853,9971692,9374774,0,0,99.4,101,35.8,0,,,,,3316,52000,14994,1085,26,0,3316,228267,81828604,0,0,,,,,,,,,10028,1407996,16292810,56634162,113249,636,839,72058801,9634910,48278,24345,24458,16168,9,4,,,,,,,0,0,0,0,0,0,0
BD00269,1000IBD00269,-1,0,0,0.02;0.01,0.000229669,2699,11749002,1.66881E-05,404,24208396,24188256,652196,967397,11441932,11126731,0,0,99.4,101,35.6,0,,,,,1486,69934,16238,538,33,0,1486,468896,81969492,0,0,,,,,,,,,101874,2034258,17455443,47669541,122580,595,822,72988770,8843193,38683,29566,29458,24873,6,0,,,,,,,0,0,0,0,0,0,0
BD00273,1000IBD00273,-1,0,0,0.05;0.03,0.000439244,5314,12092739,9.444E-05,2392,25325856,25308562,752185,1771824,11902096,10882457,0,0,99.6,101,35.9,0,,,,,11975,26204,9198,945,66,0,11975,410625,66731117,0,0,,,,,,,,,13726,2233556,21404178,61141956,80921,734,876,59434933,7224950,49186,12217,12088,7430,9,0,,,,,,,0,0,0,0,0,0,0
BD00275,1000IBD00275,-1,0,0,0.07;0.03,0.000693754,7328,10555487,0.000146021,3146,21541630,21524608,545792,507020,10216512,10255284,0,0,99.2,101,35.7,0,,,,,2632,51873,14401,823,17,0,2632,370458,75568899,0,0,,,,,,,,,53511,1885645,17551187,49731275,101925,661,881,67469775,7952875,41050,22463,22333,16079,5,1,,,,,,,0,0,0,0,0,0,0
BD00277,1000IBD00277,-1,0,0,0.08;0.04,0.000736297,11044,14988328,0.000136114,4190,30778856,30753122,652715,1061606,14723846,14314955,0,0,99.6,101,36,0,,,,,7680,39868,13628,1585,26,0,7680,216644,86787098,0,0,,,,,,,,,18738,3223397,25845724,62625219,104470,737,902,77039174,9642999,58590,17337,17204,11339,10,8,,,,,,,0,0,0,0,0,0,0
BD00278,1000IBD00278,-1,0,0,1.02;0.65,0.009743617,84399,8577579,0.00375511,68540,18183920,18240986,929753,1043376,8190740,8077117,0,0,99.3,101,35.6,0,,,,,4407,37935,13489,954,21,0,4407,189408,69764077,0,0,,,,,,,,,20141,980342,14412273,64469315,87631,711,902,62343749,7339561,42136,17110,17028,11357,2,5,,,,,,,0,0,0,0,0,0,0
