Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	IndividualID	Cohort
Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis4010	Lewis
Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis4011	Lewis
Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis4013	Lewis
Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis4014	Lewis
Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis4017	Lewis
Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis4018	Lewis
Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis4019	Lewis
Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis4020	Lewis
Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis4021	Lewis
Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis4022	Lewis
Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis4023	Lewis
Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis4024	Lewis
Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis4025	Lewis
Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis4026	Lewis
Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis4027	Lewis
Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis4028	Lewis
Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis4029	Lewis
Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis4030	Lewis
Lewis5001s03	Lewis5001s02	Lewis5001s04	Lewis5001s04	Lewis5001s01	Lewis5001s04	Lewis5001s01	Lewis5001s03	Lewis5001s02	Lewis5001s04	Lewis5001s02	Lewis5001s02	Lewis5001s03	Lewis5001s03	Lewis5001s04	Lewis5001s01	Lewis5001s01	Lewis5001s04	Lewis5001s01	Lewis5001s02	Lewis5001	Lewis
Lewis5002s03	Lewis5002s04	Lewis5002s04	Lewis5002s01	Lewis5002s01	Lewis5002s03	Lewis5002s03	Lewis5002s01	Lewis5002s01	Lewis5002s03	Lewis5002s04	Lewis5002s04	Lewis5002s04	Lewis5002s04	Lewis5002s04	Lewis5002s01	Lewis5002s02	Lewis5002s02	Lewis5002s04	Lewis5002s04	Lewis5002	Lewis
Lewis5003s03	Lewis5003s03	Lewis5003s02	Lewis5003s01	Lewis5003s03	Lewis5003s03	Lewis5003s03	Lewis5003s01	Lewis5003s03	Lewis5003s01	Lewis5003s03	Lewis5003s02	Lewis5003s01	Lewis5003s02	Lewis5003s03	Lewis5003s03	Lewis5003s03	Lewis5003s02	Lewis5003s03	Lewis5003s01	Lewis5003	Lewis
Lewis5004s01	Lewis5004s01	Lewis5004s04	Lewis5004s04	Lewis5004s02	Lewis5004s02	Lewis5004s01	Lewis5004s01	Lewis5004s04	Lewis5004s02	Lewis5004s02	Lewis5004s04	Lewis5004s04	Lewis5004s04	Lewis5004s03	Lewis5004s04	Lewis5004s02	Lewis5004s02	Lewis5004s03	Lewis5004s01	Lewis5004	Lewis
Lewis5006s01	Lewis5006s04	Lewis5006s04	Lewis5006s01	Lewis5006s01	Lewis5006s04	Lewis5006s01	Lewis5006s04	Lewis5006s04	Lewis5006s03	Lewis5006s01	Lewis5006s01	Lewis5006s04	Lewis5006s03	Lewis5006s01	Lewis5006s02	Lewis5006s03	Lewis5006s04	Lewis5006s03	Lewis5006s03	Lewis5006	Lewis
Lewis5007s04	Lewis5007s03	Lewis5007s01	Lewis5007s02	Lewis5007s04	Lewis5007s02	Lewis5007s01	Lewis5007s03	Lewis5007s02	Lewis5007s01	Lewis5007s02	Lewis5007s04	Lewis5007s04	Lewis5007s03	Lewis5007s04	Lewis5007s03	Lewis5007s02	Lewis5007s03	Lewis5007s02	Lewis5007s02	Lewis5007	Lewis
Lewis5008s04	Lewis5008s04	Lewis5008s01	Lewis5008s04	Lewis5008s01	Lewis5008s01	Lewis5008s04	Lewis5008s03	Lewis5008s03	Lewis5008s02	Lewis5008s01	Lewis5008s02	Lewis5008s01	Lewis5008s02	Lewis5008s02	Lewis5008s01	Lewis5008s03	Lewis5008s04	Lewis5008s01	Lewis5008s02	Lewis5008	Lewis
Lewis5010s03	Lewis5010s04	Lewis5010s03	Lewis5010s02	Lewis5010s03	Lewis5010s02	Lewis5010s04	Lewis5010s02	Lewis5010s01	Lewis5010s04	Lewis5010s01	Lewis5010s03	Lewis5010s04	Lewis5010s03	Lewis5010s02	Lewis5010s02	Lewis5010s01	Lewis5010s03	Lewis5010s01	Lewis5010s04	Lewis5010	Lewis
Lewis5011s04	Lewis5011s02	Lewis5011s03	Lewis5011s02	Lewis5011s03	Lewis5011s01	Lewis5011s01	Lewis5011s04	Lewis5011s04	Lewis5011s04	Lewis5011s04	Lewis5011s02	Lewis5011s02	Lewis5011s02	Lewis5011s02	Lewis5011s04	Lewis5011s02	Lewis5011s02	Lewis5011s03	Lewis5011s02	Lewis5011	Lewis
Lewis5012s02	Lewis5012s04	Lewis5012s03	Lewis5012s03	Lewis5012s04	Lewis5012s01	Lewis5012s03	Lewis5012s01	Lewis5012s04	Lewis5012s03	Lewis5012s03	Lewis5012s03	Lewis5012s01	Lewis5012s03	Lewis5012s02	Lewis5012s02	Lewis5012s04	Lewis5012s03	Lewis5012s04	Lewis5012s02	Lewis5012	Lewis
Lewis5013s03	Lewis5013s02	Lewis5013s03	Lewis5013s02	Lewis5013s03	Lewis5013s02	Lewis5013s01	Lewis5013s02	Lewis5013s04	Lewis5013s01	Lewis5013s04	Lewis5013s03	Lewis5013s03	Lewis5013s01	Lewis5013s01	Lewis5013s04	Lewis5013s02	Lewis5013s01	Lewis5013s02	Lewis5013s02	Lewis5013	Lewis
Lewis5015s02	Lewis5015s01	Lewis5015s01	Lewis5015s02	Lewis5015s04	Lewis5015s03	Lewis5015s04	Lewis5015s01	Lewis5015s03	Lewis5015s03	Lewis5015s04	Lewis5015s02	Lewis5015s04	Lewis5015s02	Lewis5015s01	Lewis5015s02	Lewis5015s03	Lewis5015s02	Lewis5015s02	Lewis5015s01	Lewis5015	Lewis
Lewis5016s03	Lewis5016s01	Lewis5016s02	Lewis5016s02	Lewis5016s04	Lewis5016s04	Lewis5016s02	Lewis5016s03	Lewis5016s04	Lewis5016s04	Lewis5016s04	Lewis5016s01	Lewis5016s01	Lewis5016s01	Lewis5016s01	Lewis5016s04	Lewis5016s01	Lewis5016s02	Lewis5016s01	Lewis5016s04	Lewis5016	Lewis
Lewis5017s03	Lewis5017s01	Lewis5017s03	Lewis5017s03	Lewis5017s04	Lewis5017s04	Lewis5017s03	Lewis5017s02	Lewis5017s02	Lewis5017s03	Lewis5017s03	Lewis5017s04	Lewis5017s02	Lewis5017s02	Lewis5017s01	Lewis5017s04	Lewis5017s03	Lewis5017s03	Lewis5017s01	Lewis5017s03	Lewis5017	Lewis
Lewis5018s03	Lewis5018s04	Lewis5018s01	Lewis5018s04	Lewis5018s02	Lewis5018s02	Lewis5018s02	Lewis5018s04	Lewis5018s02	Lewis5018s02	Lewis5018s01	Lewis5018s01	Lewis5018s02	Lewis5018s03	Lewis5018s04	Lewis5018s04	Lewis5018s03	Lewis5018s03	Lewis5018s03	Lewis5018s04	Lewis5018	Lewis
Lewis5020s03	Lewis5020s04	Lewis5020s03	Lewis5020s02	Lewis5020s03	Lewis5020s01	Lewis5020s04	Lewis5020s02	Lewis5020s04	Lewis5020s01	Lewis5020s02	Lewis5020s01	Lewis5020s02	Lewis5020s03	Lewis5020s04	Lewis5020s01	Lewis5020s04	Lewis5020s02	Lewis5020s02	Lewis5020s03	Lewis5020	Lewis
Lewis5022s04	Lewis5022s02	Lewis5022s01	Lewis5022s01	Lewis5022s01	Lewis5022s02	Lewis5022s04	Lewis5022s03	Lewis5022s03	Lewis5022s03	Lewis5022s02	Lewis5022s02	Lewis5022s03	Lewis5022s02	Lewis5022s03	Lewis5022s03	Lewis5022s02	Lewis5022s02	Lewis5022s02	Lewis5022s03	Lewis5022	Lewis
Lewis5023s02	Lewis5023s02	Lewis5023s01	Lewis5023s03	Lewis5023s03	Lewis5023s03	Lewis5023s02	Lewis5023s02	Lewis5023s04	Lewis5023s03	Lewis5023s01	Lewis5023s02	Lewis5023s04	Lewis5023s03	Lewis5023s03	Lewis5023s04	Lewis5023s02	Lewis5023s02	Lewis5023s01	Lewis5023s01	Lewis5023	Lewis
Lewis5025s02	Lewis5025s02	Lewis5025s03	Lewis5025s04	Lewis5025s02	Lewis5025s03	Lewis5025s04	Lewis5025s02	Lewis5025s04	Lewis5025s02	Lewis5025s03	Lewis5025s02	Lewis5025s03	Lewis5025s03	Lewis5025s03	Lewis5025s02	Lewis5025s03	Lewis5025s02	Lewis5025s03	Lewis5025s03	Lewis5025	Lewis
Lewis5026s01	Lewis5026s04	Lewis5026s01	Lewis5026s02	Lewis5026s01	Lewis5026s03	Lewis5026s03	Lewis5026s03	Lewis5026s02	Lewis5026s04	Lewis5026s04	Lewis5026s02	Lewis5026s03	Lewis5026s04	Lewis5026s02	Lewis5026s04	Lewis5026s01	Lewis5026s03	Lewis5026s01	Lewis5026s03	Lewis5026	Lewis
Lewis5027s02	Lewis5027s04	Lewis5027s01	Lewis5027s04	Lewis5027s02	Lewis5027s04	Lewis5027s01	Lewis5027s02	Lewis5027s03	Lewis5027s02	Lewis5027s01	Lewis5027s04	Lewis5027s04	Lewis5027s02	Lewis5027s03	Lewis5027s01	Lewis5027s02	Lewis5027s03	Lewis5027s02	Lewis5027s01	Lewis5027	Lewis
Lewis5029s01	Lewis5029s01	Lewis5029s01	Lewis5029s03	Lewis5029s03	Lewis5029s01	Lewis5029s02	Lewis5029s02	Lewis5029s03	Lewis5029s01	Lewis5029s04	Lewis5029s02	Lewis5029s01	Lewis5029s02	Lewis5029s04	Lewis5029s02	Lewis5029s02	Lewis5029s04	Lewis5029s01	Lewis5029s03	Lewis5029	Lewis
Lewis5030s03	Lewis5030s01	Lewis5030s04	Lewis5030s01	Lewis5030s01	Lewis5030s03	Lewis5030s02	Lewis5030s04	Lewis5030s02	Lewis5030s04	Lewis5030s01	Lewis5030s02	Lewis5030s03	Lewis5030s01	Lewis5030s01	Lewis5030s01	Lewis5030s02	Lewis5030s03	Lewis5030s03	Lewis5030s04	Lewis5030	Lewis
Lewis5031s03	Lewis5031s03	Lewis5031s04	Lewis5031s03	Lewis5031s04	Lewis5031s01	Lewis5031s01	Lewis5031s03	Lewis5031s02	Lewis5031s04	Lewis5031s03	Lewis5031s03	Lewis5031s04	Lewis5031s03	Lewis5031s04	Lewis5031s02	Lewis5031s04	Lewis5031s01	Lewis5031s04	Lewis5031s03	Lewis5031	Lewis
Lewis5032s01	Lewis5032s01	Lewis5032s03	Lewis5032s03	Lewis5032s04	Lewis5032s01	Lewis5032s04	Lewis5032s03	Lewis5032s02	Lewis5032s04	Lewis5032s03	Lewis5032s03	Lewis5032s03	Lewis5032s04	Lewis5032s02	Lewis5032s02	Lewis5032s03	Lewis5032s01	Lewis5032s04	Lewis5032s04	Lewis5032	Lewis
Lewis5033s02	Lewis5033s04	Lewis5033s03	Lewis5033s02	Lewis5033s02	Lewis5033s02	Lewis5033s03	Lewis5033s02	Lewis5033s01	Lewis5033s03	Lewis5033s01	Lewis5033s02	Lewis5033s02	Lewis5033s01	Lewis5033s01	Lewis5033s02	Lewis5033s04	Lewis5033s01	Lewis5033s01	Lewis5033s01	Lewis5033	Lewis
Lewis5034s04	Lewis5034s04	Lewis5034s04	Lewis5034s01	Lewis5034s01	Lewis5034s04	Lewis5034s01	Lewis5034s01	Lewis5034s03	Lewis5034s02	Lewis5034s01	Lewis5034s04	Lewis5034s01	Lewis5034s01	Lewis5034s04	Lewis5034s01	Lewis5034s01	Lewis5034s02	Lewis5034s03	Lewis5034s02	Lewis5034	Lewis
Lewis5035s02	Lewis5035s03	Lewis5035s03	Lewis5035s03	Lewis5035s02	Lewis5035s04	Lewis5035s04	Lewis5035s03	Lewis5035s03	Lewis5035s02	Lewis5035s03	Lewis5035s04	Lewis5035s03	Lewis5035s04	Lewis5035s04	Lewis5035s04	Lewis5035s02	Lewis5035s01	Lewis5035s02	Lewis5035s01	Lewis5035	Lewis
Lewis5037s03	Lewis5037s03	Lewis5037s03	Lewis5037s02	Lewis5037s02	Lewis5037s01	Lewis5037s01	Lewis5037s02	Lewis5037s03	Lewis5037s01	Lewis5037s02	Lewis5037s02	Lewis5037s03	Lewis5037s04	Lewis5037s03	Lewis5037s01	Lewis5037s03	Lewis5037s02	Lewis5037s01	Lewis5037s04	Lewis5037	Lewis
Lewis5039s02	Lewis5039s02	Lewis5039s01	Lewis5039s04	Lewis5039s04	Lewis5039s01	Lewis5039s02	Lewis5039s03	Lewis5039s01	Lewis5039s04	Lewis5039s02	Lewis5039s02	Lewis5039s02	Lewis5039s02	Lewis5039s03	Lewis5039s03	Lewis5039s03	Lewis5039s04	Lewis5039s02	Lewis5039s02	Lewis5039	Lewis
Lewis5040s04	Lewis5040s01	Lewis5040s02	Lewis5040s02	Lewis5040s03	Lewis5040s02	Lewis5040s04	Lewis5040s02	Lewis5040s02	Lewis5040s02	Lewis5040s03	Lewis5040s04	Lewis5040s02	Lewis5040s01	Lewis5040s02	Lewis5040s03	Lewis5040s02	Lewis5040s03	Lewis5040s01	Lewis5040s02	Lewis5040	Lewis
Lewis5041s03	Lewis5041s04	Lewis5041s02	Lewis5041s04	Lewis5041s04	Lewis5041s02	Lewis5041s03	Lewis5041s02	Lewis5041s02	Lewis5041s02	Lewis5041s03	Lewis5041s02	Lewis5041s04	Lewis5041s04	Lewis5041s03	Lewis5041s02	Lewis5041s01	Lewis5041s03	Lewis5041s03	Lewis5041s02	Lewis5041	Lewis
Lewis5042s04	Lewis5042s02	Lewis5042s02	Lewis5042s02	Lewis5042s02	Lewis5042s04	Lewis5042s01	Lewis5042s04	Lewis5042s02	Lewis5042s03	Lewis5042s01	Lewis5042s02	Lewis5042s03	Lewis5042s01	Lewis5042s01	Lewis5042s02	Lewis5042s02	Lewis5042s01	Lewis5042s04	Lewis5042s02	Lewis5042	Lewis
Lewis5043s01	Lewis5043s03	Lewis5043s04	Lewis5043s04	Lewis5043s01	Lewis5043s02	Lewis5043s02	Lewis5043s01	Lewis5043s02	Lewis5043s04	Lewis5043s03	Lewis5043s03	Lewis5043s03	Lewis5043s03	Lewis5043s03	Lewis5043s04	Lewis5043s01	Lewis5043s04	Lewis5043s02	Lewis5043s03	Lewis5043	Lewis
Lewis5044s01	Lewis5044s03	Lewis5044s03	Lewis5044s04	Lewis5044s03	Lewis5044s02	Lewis5044s01	Lewis5044s01	Lewis5044s01	Lewis5044s02	Lewis5044s03	Lewis5044s04	Lewis5044s03	Lewis5044s02	Lewis5044s04	Lewis5044s01	Lewis5044s04	Lewis5044s04	Lewis5044s03	Lewis5044s03	Lewis5044	Lewis
Lewis5045s01	Lewis5045s04	Lewis5045s01	Lewis5045s02	Lewis5045s04	Lewis5045s02	Lewis5045s02	Lewis5045s01	Lewis5045s02	Lewis5045s01	Lewis5045s01	Lewis5045s02	Lewis5045s03	Lewis5045s03	Lewis5045s04	Lewis5045s03	Lewis5045s03	Lewis5045s01	Lewis5045s01	Lewis5045s03	Lewis5045	Lewis
Lewis5046s01	Lewis5046s01	Lewis5046s02	Lewis5046s01	Lewis5046s02	Lewis5046s04	Lewis5046s03	Lewis5046s02	Lewis5046s01	Lewis5046s01	Lewis5046s04	Lewis5046s03	Lewis5046s04	Lewis5046s03	Lewis5046s02	Lewis5046s02	Lewis5046s04	Lewis5046s04	Lewis5046s01	Lewis5046s01	Lewis5046	Lewis
Lewis5047s01	Lewis5047s01	Lewis5047s03	Lewis5047s03	Lewis5047s02	Lewis5047s04	Lewis5047s02	Lewis5047s03	Lewis5047s02	Lewis5047s01	Lewis5047s01	Lewis5047s04	Lewis5047s02	Lewis5047s02	Lewis5047s01	Lewis5047s02	Lewis5047s02	Lewis5047s03	Lewis5047s03	Lewis5047s04	Lewis5047	Lewis
Lewis5048s01	Lewis5048s03	Lewis5048s02	Lewis5048s02	Lewis5048s02	Lewis5048s03	Lewis5048s01	Lewis5048s04	Lewis5048s03	Lewis5048s01	Lewis5048s01	Lewis5048s02	Lewis5048s04	Lewis5048s04	Lewis5048s01	Lewis5048s01	Lewis5048s01	Lewis5048s02	Lewis5048s01	Lewis5048s04	Lewis5048	Lewis
Lewis5049s02	Lewis5049s04	Lewis5049s01	Lewis5049s04	Lewis5049s03	Lewis5049s02	Lewis5049s01	Lewis5049s03	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s02	Lewis5049s04	Lewis5049s02	Lewis5049s04	Lewis5049s04	Lewis5049s04	Lewis5049s03	Lewis5049	Lewis
Lewis5050s03	Lewis5050s01	Lewis5050s04	Lewis5050s02	Lewis5050s04	Lewis5050s03	Lewis5050s03	Lewis5050s02	Lewis5050s04	Lewis5050s04	Lewis5050s04	Lewis5050s03	Lewis5050s03	Lewis5050s03	Lewis5050s04	Lewis5050s03	Lewis5050s04	Lewis5050s02	Lewis5050s04	Lewis5050s01	Lewis5050	Lewis
Lewis5052s02	Lewis5052s01	Lewis5052s02	Lewis5052s01	Lewis5052s01	Lewis5052s03	Lewis5052s02	Lewis5052s03	Lewis5052s02	Lewis5052s02	Lewis5052s01	Lewis5052s03	Lewis5052s03	Lewis5052s02	Lewis5052s03	Lewis5052s01	Lewis5052s03	Lewis5052s03	Lewis5052s03	Lewis5052s01	Lewis5052	Lewis
Lewis5053s03	Lewis5053s01	Lewis5053s04	Lewis5053s04	Lewis5053s03	Lewis5053s02	Lewis5053s04	Lewis5053s02	Lewis5053s01	Lewis5053s03	Lewis5053s03	Lewis5053s04	Lewis5053s03	Lewis5053s01	Lewis5053s03	Lewis5053s02	Lewis5053s04	Lewis5053s02	Lewis5053s01	Lewis5053s01	Lewis5053	Lewis
Lewis5054s02	Lewis5054s04	Lewis5054s02	Lewis5054s03	Lewis5054s02	Lewis5054s03	Lewis5054s02	Lewis5054s01	Lewis5054s04	Lewis5054s04	Lewis5054s03	Lewis5054s01	Lewis5054s03	Lewis5054s04	Lewis5054s04	Lewis5054s02	Lewis5054s01	Lewis5054s03	Lewis5054s01	Lewis5054s03	Lewis5054	Lewis
Lewis5055s02	Lewis5055s03	Lewis5055s02	Lewis5055s02	Lewis5055s03	Lewis5055s04	Lewis5055s04	Lewis5055s03	Lewis5055s01	Lewis5055s02	Lewis5055s04	Lewis5055s02	Lewis5055s03	Lewis5055s01	Lewis5055s03	Lewis5055s03	Lewis5055s04	Lewis5055s02	Lewis5055s02	Lewis5055s01	Lewis5055	Lewis
Lewis5056s03	Lewis5056s01	Lewis5056s03	Lewis5056s04	Lewis5056s04	Lewis5056s02	Lewis5056s01	Lewis5056s03	Lewis5056s04	Lewis5056s04	Lewis5056s03	Lewis5056s04	Lewis5056s01	Lewis5056s02	Lewis5056s02	Lewis5056s04	Lewis5056s02	Lewis5056s01	Lewis5056s02	Lewis5056s02	Lewis5056	Lewis
Lewis5057s03	Lewis5057s02	Lewis5057s04	Lewis5057s01	Lewis5057s02	Lewis5057s03	Lewis5057s03	Lewis5057s03	Lewis5057s02	Lewis5057s03	Lewis5057s03	Lewis5057s01	Lewis5057s03	Lewis5057s03	Lewis5057s01	Lewis5057s02	Lewis5057s01	Lewis5057s03	Lewis5057s01	Lewis5057s03	Lewis5057	Lewis
Lewis5058s02	Lewis5058s04	Lewis5058s01	Lewis5058s01	Lewis5058s03	Lewis5058s03	Lewis5058s01	Lewis5058s01	Lewis5058s02	Lewis5058s01	Lewis5058s03	Lewis5058s04	Lewis5058s01	Lewis5058s03	Lewis5058s02	Lewis5058s03	Lewis5058s02	Lewis5058s04	Lewis5058s02	Lewis5058s03	Lewis5058	Lewis
Lewis5060s03	Lewis5060s04	Lewis5060s02	Lewis5060s01	Lewis5060s03	Lewis5060s01	Lewis5060s01	Lewis5060s01	Lewis5060s01	Lewis5060s04	Lewis5060s03	Lewis5060s01	Lewis5060s01	Lewis5060s04	Lewis5060s04	Lewis5060s01	Lewis5060s04	Lewis5060s04	Lewis5060s02	Lewis5060s03	Lewis5060	Lewis
Lewis5062s01	Lewis5062s04	Lewis5062s04	Lewis5062s04	Lewis5062s02	Lewis5062s03	Lewis5062s04	Lewis5062s01	Lewis5062s01	Lewis5062s01	Lewis5062s03	Lewis5062s04	Lewis5062s04	Lewis5062s03	Lewis5062s01	Lewis5062s04	Lewis5062s02	Lewis5062s01	Lewis5062s01	Lewis5062s04	Lewis5062	Lewis
Lewis5063s01	Lewis5063s02	Lewis5063s01	Lewis5063s03	Lewis5063s01	Lewis5063s04	Lewis5063s03	Lewis5063s02	Lewis5063s01	Lewis5063s02	Lewis5063s01	Lewis5063s02	Lewis5063s04	Lewis5063s01	Lewis5063s02	Lewis5063s03	Lewis5063s02	Lewis5063s02	Lewis5063s04	Lewis5063s02	Lewis5063	Lewis
Lewis5064s01	Lewis5064s02	Lewis5064s04	Lewis5064s02	Lewis5064s03	Lewis5064s04	Lewis5064s01	Lewis5064s03	Lewis5064s03	Lewis5064s01	Lewis5064s01	Lewis5064s04	Lewis5064s01	Lewis5064s02	Lewis5064s04	Lewis5064s03	Lewis5064s03	Lewis5064s04	Lewis5064s04	Lewis5064s01	Lewis5064	Lewis
Lewis5065s02	Lewis5065s03	Lewis5065s01	Lewis5065s02	Lewis5065s01	Lewis5065s04	Lewis5065s02	Lewis5065s01	Lewis5065s02	Lewis5065s04	Lewis5065s01	Lewis5065s02	Lewis5065s04	Lewis5065s02	Lewis5065s01	Lewis5065s01	Lewis5065s01	Lewis5065s04	Lewis5065s02	Lewis5065s01	Lewis5065	Lewis
Lewis5066s01	Lewis5066s03	Lewis5066s02	Lewis5066s02	Lewis5066s02	Lewis5066s02	Lewis5066s04	Lewis5066s02	Lewis5066s03	Lewis5066s03	Lewis5066s01	Lewis5066s03	Lewis5066s01	Lewis5066s01	Lewis5066s03	Lewis5066s02	Lewis5066s03	Lewis5066s01	Lewis5066s04	Lewis5066s04	Lewis5066	Lewis
Lewis6002s03	Lewis6002s04	Lewis6002s01	Lewis6002s01	Lewis6002s02	Lewis6002s02	Lewis6002s04	Lewis6002s03	Lewis6002s03	Lewis6002s04	Lewis6002s04	Lewis6002s04	Lewis6002s02	Lewis6002s01	Lewis6002s03	Lewis6002s03	Lewis6002s04	Lewis6002s02	Lewis6002s02	Lewis6002s01	Lewis6002	Lewis
Lewis6003s04	Lewis6003s01	Lewis6003s01	Lewis6003s02	Lewis6003s01	Lewis6003s02	Lewis6003s03	Lewis6003s02	Lewis6003s01	Lewis6003s03	Lewis6003s02	Lewis6003s01	Lewis6003s02	Lewis6003s02	Lewis6003s01	Lewis6003s02	Lewis6003s03	Lewis6003s01	Lewis6003s03	Lewis6003s01	Lewis6003	Lewis
Lewis6004s01	Lewis6004s01	Lewis6004s01	Lewis6004s01	Lewis6004s03	Lewis6004s03	Lewis6004s01	Lewis6004s01	Lewis6004s03	Lewis6004s03	Lewis6004s03	Lewis6004s03	Lewis6004s03	Lewis6004s03	Lewis6004s03	Lewis6004s01	Lewis6004s03	Lewis6004s01	Lewis6004s03	Lewis6004s01	Lewis6004	Lewis
Lewis6005s04	Lewis6005s02	Lewis6005s02	Lewis6005s01	Lewis6005s03	Lewis6005s03	Lewis6005s03	Lewis6005s04	Lewis6005s02	Lewis6005s04	Lewis6005s04	Lewis6005s01	Lewis6005s01	Lewis6005s04	Lewis6005s04	Lewis6005s01	Lewis6005s02	Lewis6005s01	Lewis6005s04	Lewis6005s02	Lewis6005	Lewis
